USAF   ,WBAN  ,STATION NAME                  ,CTRY ,ST ,CALL  ,LAT     ,LON      ,ELEV(M)
269660 ,99999 ,ZHLOBIN                       ,BO   ,   ,      ,+52.900 ,+030.033 ,+0142.0
269740 ,99999 ,CECERSK                       ,BO   ,   ,      ,+52.917 ,+030.900 ,+0142.0
269760 ,99999 ,KRASNAJA GORA                 ,RS   ,   ,      ,+53.017 ,+031.600 ,+0148.0
269860 ,99999 ,POCHEP                        ,RS   ,   ,      ,+52.933 ,+033.450 ,+0157.0
269870 ,99999 ,KLINCY                        ,RS   ,   ,      ,+52.767 ,+032.283 ,+0182.0
269970 ,99999 ,TRUBCHEVSK                    ,RS   ,   ,      ,+52.583 ,+033.767 ,+0178.0
270020 ,99999 ,BOGUS SOVIET                  ,RS   ,   ,      ,        ,         ,       
270030 ,99999 ,BORISOVO-SUDSKOYE             ,RS   ,   ,      ,+59.900 ,+036.017 ,+0177.0
270080 ,99999 ,BABAEVO                       ,RS   ,   ,      ,+59.400 ,+035.900 ,+0137.0
270200 ,99999 ,YARSHEVO                      ,RS   ,   ,      ,+59.950 ,+038.600 ,+0120.4
270210 ,99999 ,KIRILLOV                      ,RS   ,   ,      ,+59.850 ,+035.383 ,       
270260 ,99999 ,KOROBOVO                      ,RS   ,   ,      ,+59.600 ,+039.167 ,+0133.0
270370 ,99999 ,VOLOGDA                       ,RS   ,   ,ULWW  ,+59.233 ,+039.867 ,+0131.0
270440 ,99999 ,CUCKOVO                       ,RS   ,   ,      ,+59.583 ,+041.250 ,+0197.0
270510 ,99999 ,TOTMA                         ,RS   ,   ,ULWT  ,+59.967 ,+042.767 ,+0134.0
270660 ,99999 ,NIKOL'SK                      ,RS   ,   ,      ,+59.533 ,+045.467 ,+0143.0
270710 ,99999 ,LUBOZINO                      ,RS   ,   ,      ,+59.817 ,+045.533 ,       
270830 ,99999 ,OPARINO                       ,RS   ,   ,      ,+59.850 ,+048.283 ,+0180.0
270950 ,99999 ,LETKA                         ,RS   ,   ,      ,+59.600 ,+049.433 ,+0168.0
270970 ,99999 ,MURASI                        ,RS   ,   ,      ,+59.383 ,+048.983 ,+0213.0
271060 ,99999 ,USTYUZHNA                     ,RS   ,   ,      ,+58.850 ,+036.433 ,+0125.0
271080 ,99999 ,OHONY                         ,RS   ,   ,      ,+58.567 ,+035.633 ,+0145.0
271130 ,99999 ,CHEREPOVEC                    ,RS   ,   ,ULWC  ,+59.267 ,+038.017 ,+0114.0
271430 ,99999 ,SOLIGALIC                     ,RS   ,   ,      ,+59.083 ,+042.283 ,+0142.0
271640 ,99999 ,KOLOGRIV                      ,RS   ,   ,      ,+58.817 ,+044.317 ,+0151.2
271740 ,99999 ,PISCUG                        ,RS   ,   ,      ,+58.883 ,+045.717 ,+0150.0
271760 ,99999 ,VOHMA                         ,RS   ,   ,      ,+58.933 ,+046.767 ,+0159.2
271850 ,99999 ,DAROVSKOJ                     ,RS   ,   ,      ,+58.783 ,+047.983 ,+0146.0
271960 ,99999 ,KIROV                         ,RS   ,   ,      ,+58.650 ,+049.617 ,+0147.0
271990 ,99999 ,KIROV                         ,RS   ,   ,      ,+58.567 ,+049.567 ,+0158.0
272080 ,99999 ,MAKSATIKHA                    ,RS   ,   ,      ,+57.800 ,+035.883 ,+0142.0
272120 ,99999 ,KES'MA                        ,RS   ,   ,      ,+58.400 ,+037.067 ,+0183.0
272150 ,99999 ,KRASNYY KHOLM                 ,RS   ,   ,      ,+58.033 ,+037.100 ,+0166.6
272170 ,99999 ,BEZECK                        ,RS   ,   ,      ,+57.800 ,+036.700 ,+0147.0
272230 ,99999 ,POSHEHON'E                    ,RS   ,   ,      ,+58.483 ,+039.133 ,+0117.8
272250 ,99999 ,RYBINSK                       ,RS   ,   ,      ,+58.100 ,+038.683 ,+0105.0
272255 ,99999 ,TUNOSHNA                      ,RS   ,   ,UUDL  ,+57.561 ,+040.157 ,+0087.5
272420 ,99999 ,BUJ                           ,RS   ,   ,      ,+58.483 ,+041.533 ,+0103.0
272520 ,99999 ,NIKOLO-POLOMA                 ,RS   ,   ,      ,+58.350 ,+043.383 ,+0150.0
272590 ,99999 ,MAKARYEV                      ,RS   ,   ,      ,+57.883 ,+043.800 ,+0119.0
272710 ,99999 ,SAR'JA                        ,RS   ,   ,      ,+58.367 ,+045.533 ,+0125.0
272770 ,99999 ,VETLUGA                       ,RS   ,   ,      ,+57.850 ,+045.767 ,+0136.0
272810 ,99999 ,SABALINO                      ,RS   ,   ,      ,+58.300 ,+047.117 ,+0166.0
272830 ,99999 ,KOTEL'NIC                     ,RS   ,   ,      ,+58.300 ,+048.350 ,+0127.0
272960 ,99999 ,KUMENY                        ,RS   ,   ,      ,+58.100 ,+049.917 ,+0177.1
273050 ,99999 ,RAMESHKL                      ,RS   ,   ,      ,+57.350 ,+036.050 ,+0155.0
273160 ,99999 ,KASIN                         ,RS   ,   ,      ,+57.350 ,+037.583 ,+0138.0
273210 ,99999 ,UGLIC                         ,RS   ,   ,      ,+57.500 ,+038.300 ,+0122.0
273290 ,99999 ,ROSTOV                        ,RS   ,   ,      ,+57.200 ,+039.417 ,+0101.0
273310 ,99999 ,JAROSLAVL'                    ,RS   ,   ,      ,+57.633 ,+039.750 ,+0129.0
273330 ,99999 ,KOSTROMA                      ,RS   ,   ,      ,+57.733 ,+040.783 ,+0126.0
273460 ,99999 ,KINESHMA                      ,RS   ,   ,      ,+57.417 ,+042.183 ,+0128.0
273470 ,99999 ,IVANOVO                       ,RS   ,   ,UUBI  ,+56.950 ,+040.967 ,+0126.0
273490 ,99999 ,LUKH                          ,RS   ,   ,      ,+57.017 ,+042.267 ,+0150.0
273550 ,99999 ,JUR'EVEC                      ,RS   ,   ,      ,+57.333 ,+043.117 ,+0132.0
273690 ,99999 ,KRASNYE BAKI                  ,RS   ,   ,      ,+57.133 ,+045.167 ,+0110.0
273700 ,99999 ,ARYA                          ,RS   ,   ,      ,+57.500 ,+045.967 ,+0130.0
273730 ,99999 ,SAKUN'JA                      ,RS   ,   ,      ,+57.667 ,+046.633 ,+0175.0
273910 ,99999 ,SOVETSK                       ,RS   ,   ,      ,+57.583 ,+048.967 ,       
273930 ,99999 ,NOLINSK                       ,RS   ,   ,      ,+57.550 ,+049.950 ,+0136.0
274010 ,99999 ,MEDNOYE                       ,RS   ,   ,      ,+56.933 ,+035.483 ,+0140.0
274020 ,99999 ,TVER'                         ,RS   ,   ,UUEM  ,+56.883 ,+035.867 ,+0137.0
274120 ,99999 ,SAVELOVO                      ,RS   ,   ,      ,+56.867 ,+037.383 ,+0124.0
274170 ,99999 ,KLIN                          ,RS   ,   ,      ,+56.350 ,+036.750 ,+0167.0
274190 ,99999 ,DMITROV                       ,RS   ,   ,      ,+56.333 ,+037.517 ,+0158.0
274280 ,99999 ,ALEKSANDROV                   ,RS   ,   ,      ,+56.400 ,+038.750 ,+0185.0
274530 ,99999 ,GORODEC                       ,RS   ,   ,      ,+56.683 ,+043.433 ,+0103.0
274550 ,99999 ,PUREKH                        ,RS   ,   ,      ,+56.650 ,+043.050 ,+0115.8
274590 ,99999 ,STRIGINO                      ,RS   ,   ,UWGG  ,+56.230 ,+043.784 ,+0078.0
274620 ,99999 ,SEMENOV                       ,RS   ,   ,      ,+56.733 ,+044.517 ,+0118.0
274630 ,99999 ,                              ,     ,   ,      ,        ,         ,       
274790 ,99999 ,KOZ'MODEM'JANSK               ,RS   ,   ,      ,+56.333 ,+046.583 ,+0107.0
274800 ,99999 ,SANCURSK                      ,RS   ,   ,      ,+56.983 ,+047.317 ,+0103.0
274850 ,99999 ,JOSHKAR-OLA                   ,RS   ,   ,      ,+56.633 ,+047.767 ,+0106.0
274910 ,99999 ,NOVYJ TOR'JAL                 ,RS   ,   ,      ,+57.000 ,+048.733 ,+0143.0
274930 ,99999 ,                              ,     ,   ,      ,        ,         ,       
274980 ,99999 ,MORKI                         ,RS   ,   ,      ,+56.467 ,+049.000 ,+0130.0
275020 ,99999 ,VOLOKOLAMSK                   ,RS   ,   ,      ,+56.017 ,+035.933 ,+0198.0
275070 ,99999 ,GAGARIN                       ,RS   ,   ,      ,+55.517 ,+035.033 ,+0194.0
275090 ,99999 ,MOZAJSK                       ,RS   ,   ,      ,+55.517 ,+036.000 ,+0185.0
275110 ,99999 ,NOVO-JERUSALIM                ,RS   ,   ,      ,+55.900 ,+036.817 ,+0162.0
275155 ,99999 ,SHEREMETYEVO                  ,RS   ,   ,UUEE  ,+55.973 ,+037.415 ,+0189.6
275185 ,99999 ,VNUKOVO                       ,RS   ,   ,UUWW  ,+55.592 ,+037.261 ,+0208.8
275195 ,99999 ,RYZAN/DYAGILEVO               ,RS   ,   ,      ,+55.650 ,+039.567 ,+0131.0
275230 ,99999 ,PAVLOVSKIJ POSAD              ,RS   ,   ,      ,+55.767 ,+038.683 ,+0135.0
275243 ,99999 ,MOSCOW/MONINO                 ,RS   ,   ,      ,+55.833 ,+038.167 ,-0999.0
275280 ,99999 ,KUROVSKOYE SOUTH              ,RS   ,   ,      ,+55.533 ,+038.950 ,+0133.0
275320 ,99999 ,VLADIMIR                      ,RS   ,   ,      ,+56.117 ,+040.350 ,+0172.0
275390 ,99999 ,GUS'-HRUSTAL'NYJ              ,RS   ,   ,      ,+55.600 ,+040.650 ,+0136.0
275490 ,99999 ,MUROM                         ,RS   ,   ,      ,+55.600 ,+042.033 ,+0119.0
275530 ,99999 ,GOR'KIJ                       ,RS   ,   ,      ,+56.217 ,+043.817 ,+0082.0
275550 ,99999 ,PAVLOVO                       ,RS   ,   ,      ,+55.967 ,+043.083 ,+0100.0
275630 ,99999 ,LYSKOVO                       ,RS   ,   ,      ,+56.050 ,+045.067 ,+0093.0
275740 ,99999 ,KURMYS                        ,RS   ,   ,      ,+55.833 ,+046.067 ,+0082.0
275770 ,99999 ,SERGAC                        ,RS   ,   ,      ,+55.533 ,+045.500 ,+0125.0
275810 ,99999 ,CEBOKSARY                     ,RS   ,   ,      ,+56.083 ,+047.333 ,+0163.0
275870 ,99999 ,KANAS                         ,RS   ,   ,      ,+55.517 ,+047.467 ,+0183.0
275930 ,99999 ,ARSK                          ,RS   ,   ,      ,+56.083 ,+049.867 ,+0157.0
275950 ,99999 ,KAZAN                         ,RS   ,   ,UWKD  ,+55.606 ,+049.279 ,+0126.2
276040 ,99999 ,IZNOSKI                       ,RS   ,   ,      ,+54.983 ,+035.317 ,+0213.0
276060 ,99999 ,MALOJAROSLAVEC                ,RS   ,   ,      ,+55.017 ,+036.483 ,+0197.0
276070 ,99999 ,BEGISHEVO                     ,RS   ,   ,UWKE  ,+55.565 ,+052.093 ,+0196.0
276110 ,99999 ,NARO-FOMINSK                  ,RS   ,   ,      ,+55.383 ,+036.700 ,+0193.0
276120 ,99999 ,MOSKVA VDNH (DOLGOPRUDNYJ)    ,RS   ,   ,      ,+55.833 ,+037.617 ,+0200.0
276180 ,99999 ,SERPUHOV                      ,RS   ,   ,      ,+54.933 ,+037.467 ,+0166.0
276230 ,99999 ,YEGORYEVSK                    ,RS   ,   ,      ,+55.383 ,+039.033 ,+0143.0
276250 ,99999 ,KOLOMNA                       ,RS   ,   ,      ,+55.133 ,+038.733 ,+0114.0
276270 ,99999 ,KASIRA                        ,RS   ,   ,      ,+54.833 ,+038.150 ,+0221.0
276430 ,99999 ,VYKSA                         ,RS   ,   ,      ,+55.333 ,+042.117 ,+0114.0
276480 ,99999 ,ELAT'MA                       ,RS   ,   ,      ,+54.950 ,+041.767 ,+0136.0
276530 ,99999 ,ARZAMAS                       ,RS   ,   ,      ,+55.367 ,+043.783 ,+0127.0
276650 ,99999 ,LUKOJANOV                     ,RS   ,   ,      ,+55.033 ,+044.500 ,+0219.0
276750 ,99999 ,PORETSKOE                     ,RS   ,   ,      ,+55.183 ,+046.333 ,+0136.0
276790 ,99999 ,ALATYR'                       ,RS   ,   ,      ,+54.817 ,+046.583 ,+0180.0
276830 ,99999 ,BOLSHIYE KAYBITSY             ,RS   ,   ,      ,+55.417 ,+048.250 ,+0127.0
276930 ,99999 ,LAISEVO                       ,RS   ,   ,      ,+55.433 ,+049.533 ,+0061.0
276970 ,99999 ,TETYUSHI                      ,RS   ,   ,      ,+54.933 ,+048.783 ,+0156.0
277030 ,99999 ,KALUGA                        ,RS   ,   ,      ,+54.550 ,+036.367 ,+0198.8
277070 ,99999 ,SUHINICHI                     ,RS   ,   ,      ,+54.100 ,+035.350 ,+0238.0
277190 ,99999 ,TULA                          ,RS   ,   ,      ,+54.233 ,+037.617 ,+0203.0
277290 ,99999 ,MIHAJLOV                      ,RS   ,   ,      ,+54.233 ,+039.033 ,+0166.0
277300 ,99999 ,RYAZAN'                       ,RS   ,   ,      ,+54.633 ,+039.700 ,+0158.0
277310 ,99999 ,RJAZAN'                       ,RS   ,   ,      ,+54.617 ,+039.717 ,+0170.0
277360 ,99999 ,SILOVO                        ,RS   ,   ,      ,+54.300 ,+040.883 ,+0099.0
277450 ,99999 ,SASOVO                        ,RS   ,   ,      ,+54.350 ,+041.967 ,+0115.0
277520 ,99999 ,TEMNIKOV                      ,RS   ,   ,      ,+54.633 ,+043.233 ,+0139.0
277560 ,99999 ,KRASNOSLOBODSK                ,RS   ,   ,      ,+54.433 ,+043.767 ,+0188.0
277580 ,99999 ,TORBEEVO                      ,RS   ,   ,      ,+54.083 ,+043.250 ,+0198.0
277600 ,99999 ,SARANSK                       ,RS   ,   ,      ,+54.133 ,+045.233 ,+0201.0
277620 ,99999 ,POCHINKI                      ,RS   ,   ,      ,+54.700 ,+044.867 ,+0137.0
277760 ,99999 ,SURSKOE                       ,RS   ,   ,      ,+54.483 ,+046.700 ,+0100.0
277820 ,99999 ,STARYYE ALGASHI               ,RS   ,   ,      ,+54.700 ,+047.533 ,+0188.0
277850 ,99999 ,ULYANOVSK                     ,RS   ,   ,UWLL  ,+54.276 ,+048.243 ,+0141.0
277860 ,99999 ,ULYANOVSK                     ,RS   ,   ,      ,+54.317 ,+048.333 ,+0129.0
277870 ,99999 ,ANNENKOVO                     ,RS   ,   ,      ,+54.100 ,+047.333 ,+0192.0
277990 ,99999 ,DIMITROVGRAD                  ,RS   ,   ,      ,+54.233 ,+049.600 ,+0073.0
278150 ,99999 ,CERN'                         ,RS   ,   ,      ,+53.450 ,+036.883 ,+0229.0
278170 ,99999 ,MCENSK                        ,RS   ,   ,      ,+53.383 ,+036.533 ,+0201.0
278210 ,99999 ,UZLOVAJA                      ,RS   ,   ,      ,+54.000 ,+038.133 ,+0231.0
278230 ,99999 ,PAVELETS                      ,RS   ,   ,      ,+53.783 ,+039.250 ,+0209.0
278240 ,99999 ,MALEVKA                       ,RS   ,   ,      ,+53.600 ,+038.250 ,+0219.0
278350 ,99999 ,RJAZSK                        ,RS   ,   ,      ,+53.717 ,+040.117 ,+0127.0
278480 ,99999 ,MORSANSK                      ,RS   ,   ,      ,+53.450 ,+041.800 ,+0142.0
278530 ,99999 ,NAROVCAT                      ,RS   ,   ,      ,+53.867 ,+043.683 ,+0148.0
278570 ,99999 ,ZAMETCHINO                    ,RS   ,   ,      ,+53.483 ,+042.633 ,+0131.0
278580 ,99999 ,PACELMA                       ,RS   ,   ,      ,+53.333 ,+043.317 ,+0261.0
278610 ,99999 ,INSAR                         ,RS   ,   ,      ,+53.867 ,+044.367 ,+0165.0
278720 ,99999 ,INZA                          ,RS   ,   ,      ,+53.850 ,+046.417 ,+0175.4
278880 ,99999 ,BEZVODOVKA                    ,RS   ,   ,      ,+53.500 ,+047.950 ,+0263.0
278900 ,99999 ,SENGILEJ                      ,RS   ,   ,      ,+53.967 ,+048.767 ,+0061.0
278940 ,99999 ,NOVODEVIC'E                   ,RS   ,   ,      ,+53.600 ,+048.833 ,+0143.0
279060 ,99999 ,OREL                          ,RS   ,   ,      ,+52.933 ,+036.000 ,+0196.0
279210 ,99999 ,EFREMOV                       ,RS   ,   ,      ,+53.150 ,+038.117 ,+0215.0
279280 ,99999 ,ELEC                          ,RS   ,   ,      ,+52.633 ,+038.517 ,+0168.0
279300 ,99999 ,LIPETSK ARPT                  ,RS   ,   ,UUOL  ,+52.703 ,+039.538 ,+0178.9
279350 ,99999 ,MICURINSK                     ,RS   ,   ,      ,+52.883 ,+040.483 ,+0158.0
279470 ,99999 ,TAMBOV                        ,RS   ,   ,      ,+52.800 ,+041.333 ,+0128.0
279550 ,99999 ,BELINSKIY                     ,RS   ,   ,      ,+52.967 ,+043.400 ,+0205.7
279570 ,99999 ,KIRSANOV                      ,RS   ,   ,      ,+52.667 ,+042.717 ,+0169.0
279620 ,99999 ,PENZA                         ,RS   ,   ,UWPP  ,+53.133 ,+045.017 ,+0174.0
279621 ,99999 ,VOSTOCHNY                     ,RS   ,   ,UWLW  ,+54.401 ,+048.803 ,+0076.8
279622 ,99999 ,CHEBOKSARY                    ,RS   ,   ,UWKS  ,+56.090 ,+047.347 ,+0170.1
279720 ,99999 ,RADISHCHEVO                   ,RS   ,   ,      ,+53.050 ,+046.433 ,+0252.6
279730 ,99999 ,KUZNECK                       ,RS   ,   ,      ,+53.100 ,+046.600 ,+0270.0
279810 ,99999 ,KANADEY                       ,RS   ,   ,      ,+53.150 ,+047.517 ,+0098.9
279830 ,99999 ,SYZRAN'                       ,RS   ,   ,      ,+53.183 ,+048.400 ,+0103.0
279870 ,99999 ,KADYSHEVKA                    ,RS   ,   ,      ,+52.683 ,+047.167 ,+0167.0
279950 ,99999 ,SAMARA (BEZENCHUK)            ,RS   ,   ,      ,+52.983 ,+049.433 ,+0046.0
279980 ,99999 ,APPROXIMATE LOCALE            ,RS   ,   ,      ,+52.633 ,+049.217 ,+0046.0
280070 ,99999 ,NAGORSKOYE                    ,RS   ,   ,      ,+59.317 ,+050.817 ,       
280090 ,99999 ,KIRS                          ,RS   ,   ,      ,+59.350 ,+052.250 ,+0168.0
280130 ,99999 ,KOSA                          ,RS   ,   ,      ,+59.950 ,+055.017 ,+0183.0
280160 ,99999 ,KOCEVO                        ,RS   ,   ,      ,+59.633 ,+054.300 ,+0174.0
280260 ,99999 ,SOLIKAMSK                     ,RS   ,   ,      ,+59.650 ,+056.800 ,+0180.0
280280 ,99999 ,BEREZNIKI                     ,RS   ,   ,      ,+59.550 ,+056.833 ,+0223.0
280330 ,99999 ,KARPINSK                      ,RS   ,   ,      ,+59.750 ,+060.017 ,+0228.0
280350 ,99999 ,SOSNOVKA                      ,RS   ,   ,      ,+59.550 ,+058.917 ,+0421.0
280360 ,99999 ,KYTLYM                        ,RS   ,   ,      ,+59.500 ,+059.200 ,+0411.0
280380 ,99999 ,RASTES-IN-SVERDLOV            ,RS   ,   ,      ,+59.433 ,+058.750 ,+0457.0
280440 ,99999 ,SEROV                         ,RS   ,   ,      ,+59.600 ,+060.533 ,+0130.0
280490 ,99999 ,GARI                          ,RS   ,   ,      ,+59.433 ,+062.333 ,+0131.0
280640 ,99999 ,LEUSI                         ,RS   ,   ,      ,+59.617 ,+065.717 ,+0072.0
280660 ,99999 ,KONDINSKOJE                   ,RS   ,   ,      ,+59.667 ,+067.417 ,+0041.0
280740 ,99999 ,                              ,     ,   ,      ,        ,         ,       
280760 ,99999 ,DEM'JANSKOE                   ,RS   ,   ,      ,+59.600 ,+069.283 ,+0057.0
280870 ,99999 ,LIMKOYEVSKIYE                 ,RS   ,   ,      ,+59.533 ,+070.417 ,+0050.0
280970 ,99999 ,TAUROVO                       ,RS   ,   ,      ,+59.583 ,+073.283 ,+0060.3
280980 ,99999 ,TAYLAKOVY                     ,RS   ,   ,      ,+59.250 ,+073.967 ,+0080.0
281140 ,99999 ,AFANASYEVO                    ,RS   ,   ,      ,+58.850 ,+053.250 ,       
281160 ,99999 ,KUDYMKAR                      ,RS   ,   ,      ,+58.983 ,+054.650 ,+0186.0
281280 ,99999 ,CERMOZ                        ,RS   ,   ,      ,+58.767 ,+056.200 ,+0123.0
281310 ,99999 ,KIZEL                         ,RS   ,   ,      ,+59.033 ,+057.567 ,+0316.0
281340 ,99999 ,GUBAKHA                       ,RS   ,   ,      ,+58.867 ,+057.783 ,+0304.0
281350 ,99999 ,SREDNJAJA US'VA               ,RS   ,   ,      ,+58.983 ,+058.917 ,+0457.0
281380 ,99999 ,BISER                         ,RS   ,   ,      ,+58.517 ,+058.850 ,+0463.0
281430 ,99999 ,SOSVA                         ,RS   ,   ,      ,+59.167 ,+061.833 ,+0080.0
281440 ,99999 ,VERHOTUR'E                    ,RS   ,   ,      ,+58.867 ,+060.783 ,+0125.0
281550 ,99999 ,NOSOVA-IN-SVERDLOV            ,RS   ,   ,      ,+58.967 ,+063.767 ,+0061.0
281580 ,99999 ,TABORY                        ,RS   ,   ,      ,+58.517 ,+064.550 ,+0073.0
281650 ,99999 ,KUMINSKAYA                    ,RS   ,   ,      ,+58.717 ,+066.083 ,+0081.2
281720 ,99999 ,UVAT                          ,RS   ,   ,      ,+59.150 ,+068.917 ,+0041.0
282120 ,99999 ,SEVERNY KOMMUNAR              ,RS   ,   ,      ,+58.383 ,+054.033 ,+0152.0
282130 ,99999 ,SIVA-IN-PERM                  ,RS   ,   ,      ,+58.400 ,+054.383 ,+0172.0
282140 ,99999 ,GLAZOV                        ,RS   ,   ,      ,+58.133 ,+052.583 ,+0169.0
282160 ,99999 ,VERESCAGINO                   ,RS   ,   ,      ,+58.083 ,+054.683 ,+0226.0
282240 ,99999 ,PERM'                         ,RS   ,   ,      ,+58.000 ,+056.333 ,+0170.9
282250 ,99999 ,BOLSHOYE SAVINO               ,RS   ,   ,USPP  ,+57.915 ,+056.021 ,+0123.1
282330 ,99999 ,KUSVA                         ,RS   ,   ,      ,+58.300 ,+059.750 ,+0268.0
282340 ,99999 ,LYS'VA                        ,RS   ,   ,      ,+58.117 ,+057.783 ,+0226.0
282380 ,99999 ,KYN                           ,RS   ,   ,      ,+57.833 ,+058.650 ,+0245.0
282400 ,99999 ,NIZHNYJ TAGIL                 ,RS   ,   ,      ,+57.883 ,+060.067 ,+0260.0
282440 ,99999 ,VERHNJAJA SALDA               ,RS   ,   ,      ,+58.050 ,+060.567 ,+0200.0
282480 ,99999 ,ALAPAEVSK                     ,RS   ,   ,      ,+57.867 ,+061.700 ,+0130.0
282550 ,99999 ,TURINSK                       ,RS   ,   ,      ,+58.050 ,+063.683 ,+0103.0
282570 ,99999 ,IRBIT                         ,RS   ,   ,      ,+57.817 ,+063.050 ,+0079.9
282640 ,99999 ,TAVDA BELYJAR                 ,RS   ,   ,      ,+58.050 ,+065.350 ,+0059.0
282750 ,99999 ,TOBOL'SK                      ,RS   ,   ,      ,+58.150 ,+068.250 ,+0050.0
282780 ,99999 ,VAGAY RIVER                   ,RS   ,   ,      ,+57.917 ,+069.033 ,+0100.0
283020 ,99999 ,UNI                           ,RS   ,   ,      ,+57.750 ,+051.500 ,+0183.0
283070 ,99999 ,URZUM                         ,RS   ,   ,      ,+57.117 ,+050.000 ,+0165.0
283090 ,99999 ,BOLSHOY KIYAIK                ,RS   ,   ,      ,+57.050 ,+052.650 ,+0185.0
283120 ,99999 ,DEBESSI-IN-UDMURT             ,RS   ,   ,      ,+57.650 ,+053.817 ,+0192.0
283190 ,99999 ,NOZOVKA                       ,RS   ,   ,      ,+57.083 ,+054.750 ,+0131.0
283210 ,99999 ,OHANSK                        ,RS   ,   ,      ,+57.717 ,+055.383 ,+0163.0
283240 ,99999 ,OSA                           ,RS   ,   ,      ,+57.283 ,+055.433 ,+0098.0
283260 ,99999 ,KUNGUR                        ,RS   ,   ,      ,+57.417 ,+056.933 ,+0150.0
283330 ,99999 ,VISIM                         ,RS   ,   ,      ,+57.650 ,+059.500 ,+0314.0
283340 ,99999 ,SAMARY                        ,RS   ,   ,      ,+57.350 ,+058.217 ,+0244.0
283390 ,99999 ,KUZINO-IN-SVERDLOV            ,RS   ,   ,      ,+57.017 ,+059.433 ,+0333.0
283440 ,99999 ,NEVJANSK                      ,RS   ,   ,      ,+57.533 ,+060.217 ,+0277.0
283450 ,99999 ,LIPOVSKOYE                    ,RS   ,   ,      ,+57.450 ,+061.150 ,+0207.0
283460 ,99999 ,ARTEMOVSIJ                    ,RS   ,   ,      ,+57.367 ,+061.917 ,+0154.0
283510 ,99999 ,IRBIT                         ,RS   ,   ,      ,+57.683 ,+063.050 ,+0076.0
283520 ,99999 ,KRASNO-POLYANSKOYE            ,RS   ,   ,      ,+57.533 ,+063.650 ,+0085.0
283590 ,99999 ,TUGULYM                       ,RS   ,   ,      ,+57.067 ,+064.667 ,+0090.0
283620 ,99999 ,NIZHNAYA TRADVA               ,RS   ,   ,      ,+57.667 ,+066.167 ,       
283660 ,99999 ,JARKOVO                       ,RS   ,   ,      ,+57.417 ,+067.083 ,+0052.1
283670 ,99999 ,TYUMEN'                       ,RS   ,   ,      ,+57.117 ,+065.433 ,+0102.0
283820 ,99999 ,UST'-ISIM                     ,RS   ,   ,      ,+57.683 ,+071.183 ,+0062.0
283830 ,99999 ,TEVRIZ                        ,RS   ,   ,      ,+57.517 ,+072.400 ,+0067.0
283960 ,99999 ,VASISS-IN-OM                  ,RS   ,   ,      ,+57.367 ,+074.750 ,+0101.0
284020 ,99999 ,KILMEZ-IN-KIROV               ,RS   ,   ,      ,+56.950 ,+051.067 ,+0100.0
284040 ,99999 ,SAVALS                        ,RS   ,   ,      ,+56.533 ,+050.633 ,+0107.9
284090 ,99999 ,MOZGA                         ,RS   ,   ,      ,+56.433 ,+052.200 ,+0169.0
284110 ,99999 ,IZHEVSK                       ,RS   ,   ,      ,+56.833 ,+053.450 ,+0159.0
284130 ,99999 ,DUBROVA                       ,RS   ,   ,      ,+57.000 ,+054.550 ,+0076.0
284180 ,99999 ,SARAPUL                       ,RS   ,   ,      ,+56.467 ,+053.733 ,+0133.0
284190 ,99999 ,JANAUL                        ,RS   ,   ,      ,+56.283 ,+054.967 ,+0099.4
284210 ,99999 ,BARDA                         ,RS   ,   ,      ,+56.917 ,+055.600 ,+0133.0
284230 ,99999 ,NIZHNYAYA IRGA                ,RS   ,   ,      ,+56.867 ,+057.433 ,+0229.0
284260 ,99999 ,CHAD-IN-PERM                  ,RS   ,   ,      ,+56.517 ,+057.267 ,+0319.0
284280 ,99999 ,CERNUSKA                      ,RS   ,   ,      ,+56.500 ,+056.133 ,+0148.0
284290 ,99999 ,OKTJABRSKI                    ,RS   ,   ,      ,+56.517 ,+057.200 ,+0229.0
284300 ,99999 ,REVDA                         ,RS   ,   ,      ,+56.817 ,+059.950 ,+0325.0
284320 ,99999 ,BISERT                        ,RS   ,   ,      ,+56.867 ,+059.067 ,+0303.0
284330 ,99999 ,DRUZININO                     ,RS   ,   ,      ,+56.800 ,+059.533 ,+0345.0
284340 ,99999 ,KRASNOUFIMSK                  ,RS   ,   ,      ,+56.650 ,+057.783 ,+0206.0
284370 ,99999 ,SYZGI                         ,RS   ,   ,      ,+56.500 ,+057.833 ,+0229.0
284380 ,99999 ,ARTI                          ,RS   ,   ,      ,+56.433 ,+058.550 ,+0305.0
284400 ,99999 ,KOLTSOVO                      ,RS   ,   ,USSS  ,+56.743 ,+060.803 ,+0232.9
284430 ,99999 ,BOGDANOVICH                   ,RS   ,   ,      ,+56.783 ,+062.067 ,+0159.0
284440 ,99999 ,SVERDLOVSKY/KOLTSOV           ,RS   ,   ,      ,+56.733 ,+060.817 ,+0236.0
284450 ,99999 ,EKATERINBURG (VERHNEE DUBROVO ,RS   ,   ,      ,+56.733 ,+061.067 ,+0290.0
284480 ,99999 ,SYSERT                        ,RS   ,   ,      ,+56.517 ,+060.833 ,+0266.0
284490 ,99999 ,KAMENSK-URALSKIJ              ,RS   ,   ,      ,+56.433 ,+061.867 ,+0171.0
284510 ,99999 ,KAMYSLOV                      ,RS   ,   ,      ,+56.850 ,+062.717 ,+0127.0
