USAF   ,WBAN  ,STATION NAME                  ,CTRY ,ST ,CALL  ,LAT     ,LON      ,ELEV(M)
915730 ,99999 ,ILE ART (BELEP)               ,NC   ,   ,      ,-19.717 ,+163.650 ,+0084.0
915740 ,99999 ,ILE LOOP (CHESTERFIELD)       ,NC   ,   ,      ,-19.967 ,+158.483 ,+0004.0
915770 ,99999 ,KOUMAC                        ,NC   ,   ,NWWK  ,-20.546 ,+164.256 ,+0012.8
915790 ,99999 ,OUVEA                         ,NC   ,   ,NWWV  ,-20.641 ,+166.573 ,+0007.0
915820 ,99999 ,LIFOU                         ,NC   ,   ,NWWL  ,-20.775 ,+167.240 ,+0028.0
915830 ,99999 ,POINDIMIE (NLLE-CALEDONIE)    ,NC   ,   ,      ,-20.933 ,+165.317 ,+0013.0
915870 ,99999 ,MARE                          ,NC   ,   ,NWWR  ,-21.482 ,+168.038 ,+0043.0
915900 ,99999 ,LA TONTOUTA                   ,NC   ,   ,NWWW  ,-22.015 ,+166.213 ,+0015.8
915915 ,99999 ,MAGENTA                       ,NC   ,   ,NWWM  ,-22.258 ,+166.473 ,+0003.0
915920 ,99999 ,NOUMEA                        ,NC   ,   ,NWWN  ,-22.267 ,+166.450 ,+0072.0
915925 ,99999 ,TOUHO                         ,NC   ,   ,NWWU  ,-20.790 ,+165.259 ,+0003.0
915960 ,99999 ,ILE DES PINS                  ,NC   ,   ,NWWE  ,-22.589 ,+167.456 ,+0096.0
915980 ,99999 ,MATTHEW (ILOT)                ,NC   ,   ,      ,-22.333 ,+171.333 ,+0027.0
916010 ,99999 ,BUTARITARI ATOLL              ,KR   ,   ,NGTU  ,+03.033 ,+172.783 ,+0001.0
916020 ,99999 ,TARAWA / BETIO                ,KR   ,   ,NGTT  ,-00.883 ,+169.533 ,+0003.0
916090 ,99999 ,TARAWA/BONRIKI AI             ,KR   ,   ,      ,+01.350 ,+172.917 ,+0004.0
916100 ,99999 ,BONRIKI INTL                  ,KR   ,   ,NGTA  ,+01.382 ,+173.147 ,+0002.7
916110 ,99999 ,TARAWA TIDE AWS               ,KR   ,   ,      ,+01.350 ,+172.933 ,-0999.9
916120 ,99999 ,BONRIKI AIRPORT               ,KR   ,   ,      ,+01.383 ,+173.150 ,+0002.0
916230 ,99999 ,BERU ISLAND                   ,KR   ,   ,NGBR  ,-01.350 ,+176.000 ,+0003.0
916290 ,99999 ,ARORAE ISLAND                 ,KR   ,   ,NGTR  ,-02.667 ,+176.833 ,+0007.0
916310 ,99999 ,NANUMEA ISLAND                ,TV   ,   ,NGFO  ,-05.667 ,+176.133 ,+0003.0
916360 ,99999 ,NUI                           ,TV   ,   ,      ,-07.233 ,+177.150 ,+0002.0
916420 ,99999 ,FUNAFUTI                      ,TV   ,   ,      ,-08.500 ,+179.217 ,-0999.9
916430 ,80705 ,FUNAFUTI INTL ARPT            ,TV   ,   ,NGFU  ,-08.517 ,+179.217 ,+0002.0
916430 ,99999 ,FUNAFUTI INTL ARPT            ,TV   ,   ,NGFU  ,-08.517 ,+179.217 ,+0002.0
916440 ,99999 ,FUNAFUTI                      ,TV   ,   ,      ,-08.517 ,+179.233 ,+0000.0
916480 ,99999 ,NIULAKITA                     ,TV   ,   ,      ,-10.750 ,+179.500 ,+0003.0
916500 ,99999 ,ROTUMA ISLAND                 ,FJ   ,   ,NFNR  ,-12.500 ,+177.050 ,+0026.0
916520 ,99999 ,UDU POINT AWS                 ,FJ   ,   ,      ,-16.133 ,-179.983 ,+0063.0
916560 ,99999 ,LABASA AWS                    ,FJ   ,   ,      ,-16.433 ,+179.417 ,+0002.0
916570 ,99999 ,LABASA                        ,FJ   ,   ,NFNL  ,-16.467 ,+179.340 ,+0015.2
916590 ,99999 ,NABOUWALU                     ,FJ   ,   ,      ,-17.000 ,+178.700 ,+0036.0
916600 ,99999 ,YASAWA-I-RARA AWS             ,FJ   ,   ,      ,-16.700 ,+177.583 ,+0050.0
916630 ,99999 ,SAVUSAVU / AIRPORT            ,FJ   ,   ,NFNS  ,-16.817 ,+179.350 ,+0004.0
916650 ,99999 ,MATEI                         ,FJ   ,   ,NFNM  ,-16.683 ,-179.867 ,+0021.0
916690 ,99999 ,RAKIRAKI AWS                  ,FJ   ,   ,      ,-17.350 ,+178.217 ,+0015.0
916700 ,99999 ,VIWA AWS                      ,FJ   ,   ,      ,-17.150 ,+176.900 ,+0005.0
916760 ,99999 ,VANUA BALAVU AWS              ,FJ   ,   ,NFVB  ,-17.233 ,-178.950 ,+0052.0
916780 ,99999 ,LEVUKA                        ,FJ   ,   ,      ,-17.683 ,+178.833 ,+0003.0
916790 ,99999 ,LAUTOKA QUEENS WHARF          ,FJ   ,   ,      ,-17.600 ,+177.450 ,+0000.0
916800 ,99999 ,NADI INTL                     ,FJ   ,   ,NFFN  ,-17.755 ,+177.443 ,+0018.0
916820 ,99999 ,SIGATOKA AWS                  ,FJ   ,   ,      ,-18.150 ,+177.417 ,+0008.0
916830 ,99999 ,NAUSORI INTL                  ,FJ   ,   ,NFNA  ,-18.043 ,+178.559 ,+0005.2
916890 ,99999 ,SUVA KINGS WHARF              ,FJ   ,   ,      ,-18.133 ,+178.433 ,+0000.0
916900 ,99999 ,LAUTHALA                      ,FJ   ,   ,NFLB  ,-18.150 ,+178.450 ,+0006.0
916910 ,99999 ,LAKEMBA ISLAND                ,FJ   ,   ,NFNK  ,-18.233 ,-178.800 ,+0003.0
916930 ,99999 ,VUNISEA                       ,FJ   ,   ,NFKD  ,-19.050 ,+178.167 ,+0033.0
916970 ,99999 ,MATUKU AWS                    ,FJ   ,   ,      ,-19.133 ,+179.750 ,+0005.0
916990 ,99999 ,ONO-I-LAU AWS                 ,FJ   ,   ,      ,-20.667 ,-178.717 ,+0028.0
917000 ,99999 ,CANTON ISLAND                 ,CT   ,   ,PCIS  ,-02.767 ,-171.717 ,+0003.0
917001 ,99999 ,CANTON ISL/TOPHAM             ,CT   ,   ,      ,-02.767 ,-171.717 ,+0003.0
917010 ,99999 ,KANTON ISLAND                 ,KR   ,   ,      ,-02.767 ,-171.717 ,+0002.0
917200 ,99999 ,ATAFU                         ,TL   ,   ,      ,-08.533 ,-172.517 ,+0003.0
917230 ,99999 ,NUKUNONU AWS                  ,TL   ,   ,      ,-09.183 ,-171.883 ,+0003.0
917240 ,99999 ,NUKUNONO                      ,TL   ,   ,      ,-09.200 ,-171.917 ,+0003.0
917270 ,99999 ,FENUAFALA/FAKAOFO             ,TL   ,   ,      ,-09.383 ,-171.267 ,+0004.0
917280 ,99999 ,FAKAOFO ATOLL                 ,TL   ,   ,      ,-09.383 ,-171.250 ,+0003.0
917350 ,99999 ,LE PIU TAI                    ,WS   ,   ,      ,-13.450 ,-172.400 ,+0121.0
917360 ,99999 ,MAOTA INT                     ,WS   ,   ,      ,-13.750 ,-172.250 ,+0023.0
917370 ,99999 ,MT TALU                       ,WS   ,   ,      ,-13.533 ,-172.717 ,+0236.0
917380 ,99999 ,FALEOLO INT EAST              ,WS   ,   ,      ,-13.833 ,-172.000 ,+0010.0
917390 ,99999 ,FALEOLO INT WEST              ,WS   ,   ,      ,-13.833 ,-172.017 ,+0010.0
917400 ,99999 ,MANONO                        ,WS   ,   ,      ,-13.850 ,-172.117 ,+0046.0
917410 ,99999 ,LUFI-LUFI                     ,WS   ,   ,      ,-13.883 ,-171.600 ,+0048.0
917420 ,99999 ,TOGITOGIGA                    ,WS   ,   ,      ,-14.033 ,-171.767 ,+0004.0
917430 ,99999 ,LE MAFA                       ,WS   ,   ,      ,-13.950 ,-171.600 ,+0292.0
917530 ,99999 ,WALLIS                        ,WF   ,   ,NLWW  ,-13.238 ,-176.199 ,+0024.1
917540 ,99999 ,FUTUNA ISL/MAOPOOPO           ,WF   ,   ,NLWF  ,-14.317 ,-178.117 ,+0036.0
917550 ,99999 ,AVATA                         ,WS   ,   ,      ,-13.483 ,-172.767 ,+0200.0
917560 ,99999 ,APIA WHARF                    ,WS   ,   ,      ,-13.817 ,-171.750 ,-0999.9
917570 ,99999 ,AVAVO                         ,WS   ,   ,      ,-13.600 ,-172.217 ,+0011.0
917580 ,99999 ,FALEOLO ARPT                  ,WS   ,   ,      ,-13.817 ,-171.983 ,+0018.0
917590 ,99999 ,FALEOLO INTL                  ,WS   ,   ,NSFA  ,-13.830 ,-172.008 ,+0017.7
917600 ,99999 ,ASAU                          ,WS   ,   ,      ,-13.500 ,-172.633 ,+0004.0
917620 ,99999 ,APIA/UPOLU ISLAND             ,WS   ,   ,NSAP  ,-13.800 ,-171.783 ,+0002.0
917630 ,99999 ,CAPE TAPAGA                   ,WS   ,   ,      ,-14.050 ,-171.450 ,+0046.0
917640 ,99999 ,CAPE TAPUTAPU AWS  AMERICAN S ,AQ   ,   ,      ,-14.333 ,-170.833 ,-0999.9
917650 ,61705 ,TAFUNA/PAGO PAGO INTERNATIONA ,AQ   ,AS ,NSTU  ,-14.331 ,-170.714 ,+0003.7
917660 ,99999 ,CAPE MATATULA AWS  AMERICAN S ,AQ   ,   ,      ,-14.317 ,-170.567 ,-0999.9
917680 ,99999 ,TA'U AWS  AMERICAN SAMOA *    ,AQ   ,   ,      ,-14.183 ,-169.500 ,-0999.9
917720 ,99999 ,NIUAFOOU                      ,TN   ,   ,      ,-15.567 ,-175.617 ,+0061.0
917760 ,99999 ,KEPPEL                        ,TN   ,   ,      ,-15.950 ,-173.767 ,+0003.0
917790 ,99999 ,LUPEPAU'U                     ,TN   ,   ,      ,-18.583 ,-173.967 ,+0070.0
917800 ,99999 ,VAVAU                         ,TN   ,   ,      ,-18.650 ,-173.983 ,+0010.0
917830 ,99999 ,VAVAU INTL                    ,TN   ,   ,NFTV  ,-18.585 ,-173.962 ,+0071.9
917840 ,99999 ,HAAPAI                        ,TN   ,   ,NFTL  ,-19.777 ,-174.341 ,+0009.4
917850 ,99999 ,HA'AFEVA                      ,TN   ,   ,      ,-19.950 ,-174.700 ,+0004.0
917860 ,99999 ,NOMUKA                        ,TN   ,   ,      ,-20.250 ,-174.800 ,+0036.0
917880 ,99999 ,NUKUALOFA                     ,TN   ,   ,NFTN  ,-21.133 ,-175.183 ,+0002.0
917890 ,99999 ,NUKU'ALOFA                    ,TN   ,   ,      ,-21.133 ,-175.183 ,-0999.9
917920 ,00487 ,FUA AMOTU TONGA               ,FJ   ,   ,NFTF  ,-21.230 ,-175.150 ,+0038.1
917920 ,99999 ,FUA AMOTU INTL                ,TN   ,   ,NFTF  ,-21.241 ,-175.150 ,+0038.4
918000 ,99999 ,PENRHYN ISLAND                ,CW   ,   ,      ,-09.017 ,-158.067 ,+0002.0
918010 ,99999 ,PENRHYN                       ,CW   ,   ,      ,-09.033 ,-158.050 ,+0001.0
918020 ,99999 ,PENRHYN AWS                   ,CW   ,   ,      ,-09.033 ,-158.050 ,+0001.0
918040 ,99999 ,RAKAHANGA ATOLL               ,CW   ,   ,      ,-10.050 ,-161.100 ,+0005.0
918080 ,99999 ,MANIHIKI                      ,CW   ,   ,      ,-10.400 ,-161.050 ,+0004.0
918090 ,99999 ,MANIHIKI (HUMPHREY ISLAND)    ,CW   ,   ,NCMH  ,-10.377 ,-161.002 ,+0001.8
918110 ,99999 ,PUKAPUKA ARPT                 ,CW   ,   ,NCPK  ,-10.915 ,-165.839 ,+0004.6
918120 ,99999 ,PUKAPUKA ARPT                 ,CW   ,   ,NCPK  ,-10.915 ,-165.839 ,+0004.6
918190 ,99999 ,SUWARROW                      ,CW   ,   ,      ,-13.233 ,-163.083 ,+0003.0
918220 ,99999 ,ALOFI                         ,NE   ,   ,      ,-19.067 ,-169.917 ,+0022.0
918240 ,99999 ,HANAN AIRPORT                 ,NE   ,   ,      ,-19.083 ,-169.933 ,+0059.0
918260 ,99999 ,PALMERSTON *                  ,CW   ,   ,      ,-18.067 ,-163.183 ,+0004.0
918300 ,99999 ,AITUTAKI                      ,CW   ,   ,NCAI  ,-18.831 ,-159.764 ,+0004.3
918310 ,99999 ,AITUTAKI AWS                  ,CW   ,   ,      ,-18.833 ,-159.767 ,+0005.0
918400 ,99999 ,MAUKE ISLAND                  ,CW   ,   ,      ,-20.133 ,-157.350 ,+0009.0
918410 ,99999 ,MAUKE AWS                     ,CW   ,   ,      ,-20.167 ,-157.350 ,+0025.0
918430 ,99999 ,RAROTONGA INTL                ,CW   ,   ,NCRG  ,-21.203 ,-159.806 ,+0005.8
918440 ,99999 ,RAROTONGA                     ,CW   ,   ,      ,-21.200 ,-159.783 ,-0999.9
918470 ,99999 ,MANGAIA ISLAND                ,CW   ,   ,      ,-21.917 ,-157.950 ,+0015.0
918480 ,99999 ,MANGAIA                       ,CW   ,   ,NCMG  ,-21.896 ,-157.907 ,+0014.0
919010 ,99999 ,JARVIS ISLAND                 ,DQ   ,   ,      ,-00.383 ,-160.017 ,+0002.0
919020 ,99999 ,MALDEN ISLAND (NORPAX)        ,KR   ,   ,      ,-04.050 ,-155.000 ,+0002.0
919030 ,99999 ,MALDEN ISLAND (UNIV. OF HAWAI ,KR   ,   ,      ,-04.050 ,-155.000 ,+0002.0
919120 ,99999 ,                              ,     ,   ,      ,        ,         ,       
919200 ,99999 ,TAIOHOE                       ,FP   ,   ,      ,-08.917 ,-140.100 ,+0012.0
919250 ,99999 ,HIVA-OA                       ,FP   ,   ,      ,-09.800 ,-139.033 ,+0053.0
919280 ,99999 ,PUKA-PUKA ATOLL               ,FP   ,   ,NTGP  ,-14.800 ,-138.817 ,+0002.0
919290 ,99999 ,BORA-BORA                     ,FP   ,   ,      ,-16.433 ,-151.750 ,+0003.0
919300 ,99999 ,BORA BORA                     ,FP   ,   ,NTTB  ,-16.444 ,-151.751 ,+0003.0
919310 ,99999 ,MOPELIA                       ,FP   ,   ,      ,-16.767 ,-153.950 ,+0002.0
919360 ,99999 ,TAIARAPU-EST                  ,FP   ,   ,      ,-17.750 ,-149.167 ,+0002.0
919380 ,99999 ,TAHITI FAAA                   ,FP   ,   ,NTAA  ,-17.554 ,-149.607 ,+0001.5
919410 ,99999 ,RANGIROA                      ,FP   ,   ,NTTG  ,-14.954 ,-147.661 ,+0003.0
919430 ,99999 ,TAKAROA                       ,FP   ,   ,      ,-14.483 ,-145.033 ,+0003.0
919440 ,99999 ,HAO                           ,FP   ,   ,NTTO  ,-18.075 ,-140.946 ,+0003.0
919450 ,99999 ,HEREHERETUE                   ,FP   ,   ,      ,-19.900 ,-144.949 ,+0003.0
919480 ,99999 ,MANGAREVA                     ,FP   ,   ,      ,-23.133 ,-134.967 ,+0089.0
919483 ,99999 ,TOTEGEGIE                     ,FP   ,   ,NTGJ  ,-23.080 ,-134.890 ,+0002.1
919500 ,99999 ,RURUTU ISLAND                 ,FP   ,   ,      ,-22.433 ,-151.367 ,+0003.0
919510 ,99999 ,RIMATARA                      ,FP   ,   ,      ,-22.650 ,-152.783 ,+0004.0
919520 ,99999 ,MUROROA ATOLL (MIL)           ,FP   ,   ,NTTX  ,-21.817 ,-138.800 ,+0003.0
919530 ,99999 ,MARUTEA PF                    ,FP   ,   ,      ,-21.483 ,-135.450 ,+0003.0
919540 ,99999 ,TUBUAI                        ,FP   ,   ,NTAT  ,-23.365 ,-149.524 ,+0002.1
919550 ,99999 ,MATUREI VAVAO                 ,FP   ,   ,      ,-21.450 ,-136.417 ,+0002.0
919580 ,99999 ,RAPA                          ,FP   ,   ,      ,-27.617 ,-144.333 ,+0002.0
919600 ,99999 ,PITCAIRN                      ,PC   ,   ,      ,-25.067 ,-130.100 ,+0265.0
919610 ,99999 ,PITCAIRN ISLAND AWS A         ,PC   ,   ,      ,-25.067 ,-130.100 ,+0265.0
919620 ,99999 ,PITCAIRN ISLAND AWS B         ,PC   ,   ,      ,-25.067 ,-130.100 ,+0265.0
919640 ,99999 ,PITCAIRN ISLAND AWS           ,PC   ,   ,      ,-25.067 ,-130.100 ,+0265.0
920010 ,99999 ,KIUNGA W.O.                   ,PP   ,   ,      ,-06.083 ,+141.183 ,+0035.0
920030 ,99999 ,DARU W.O.                     ,PP   ,   ,      ,-09.083 ,+143.200 ,+0009.0
920040 ,99999 ,WEWAK INTL                    ,PP   ,   ,AYWK  ,-03.584 ,+143.669 ,+0005.8
920050 ,99999 ,MT HAGEN ATS                  ,PP   ,   ,      ,-05.833 ,+144.300 ,+1631.0
920060 ,99999 ,KOINAMBE                      ,PP   ,   ,      ,-05.483 ,+144.600 ,+0884.0
920100 ,99999 ,GOROKA ATS                    ,PP   ,   ,      ,-06.067 ,+145.383 ,+1587.0
920140 ,99999 ,MADANG                        ,PP   ,   ,AYMD  ,-05.207 ,+145.789 ,+0006.1
920145 ,99999 ,MOUNT HAGEN                   ,PP   ,   ,AYMH  ,-05.827 ,+144.296 ,+1642.3
920147 ,99999 ,GOROKA                        ,PP   ,   ,AYGA  ,-06.082 ,+145.392 ,+1610.0
920148 ,99999 ,MOMOTE                        ,PP   ,   ,AYMO  ,-02.062 ,+147.424 ,+0003.7
920220 ,99999 ,VANIMO                        ,PP   ,   ,      ,-02.700 ,+141.317 ,+0003.0
920350 ,99999 ,PORT MORESBY JACKSONS INTL    ,PP   ,   ,AYPY  ,-09.443 ,+147.220 ,+0044.5
920360 ,99999 ,LOMBRUM  MANUS ISLAND         ,PP   ,   ,      ,-02.417 ,+147.383 ,+0001.0
920400 ,99999 ,BIPI                          ,PP   ,   ,      ,-02.017 ,+146.983 ,+0004.0
920440 ,99999 ,MOMOTE W.O.                   ,PP   ,   ,      ,-02.050 ,+147.417 ,+0004.0
920470 ,99999 ,NADZAB                        ,PP   ,   ,AYNZ  ,-06.570 ,+146.726 ,+0072.8
920510 ,99999 ,ERAVE                         ,PP   ,   ,      ,-06.650 ,+143.883 ,+1036.0
920680 ,99999 ,AGAUN                         ,PP   ,   ,      ,-09.967 ,+149.383 ,+1005.0
920690 ,99999 ,KURADA                        ,PP   ,   ,      ,-10.050 ,+151.000 ,+0003.0
920700 ,99999 ,SIDEIA                        ,PP   ,   ,      ,-10.617 ,+150.667 ,+0003.0
920720 ,99999 ,HOSKINS W.O.                  ,PP   ,   ,      ,-05.467 ,+150.400 ,+0008.0
920750 ,99999 ,DAMI                          ,PP   ,   ,      ,-05.483 ,+150.400 ,+0005.0
920760 ,99999 ,KAVIENG W.O.                  ,PP   ,   ,      ,-02.567 ,+150.817 ,+0004.0
920770 ,99999 ,GURNEY W.O.                   ,PP   ,   ,      ,-10.317 ,+150.333 ,+0023.0
920800 ,99999 ,SALAMO                        ,PP   ,   ,      ,-09.667 ,+150.783 ,+0015.0
920820 ,99999 ,NUGURIA                       ,PP   ,   ,      ,-03.317 ,+154.667 ,+0003.0
920840 ,99999 ,FENI                          ,PP   ,   ,      ,-04.017 ,+153.667 ,+0002.0
920870 ,99999 ,MISIMA W.O.                   ,PP   ,   ,      ,-10.683 ,+152.833 ,+0007.0
920900 ,99999 ,JINJO                         ,PP   ,   ,      ,-11.317 ,+154.233 ,+0010.0
920920 ,99999 ,NIMOWA                        ,PP   ,   ,      ,-11.300 ,+153.267 ,+0003.0
921000 ,99999 ,TOKUA W.O.                    ,PP   ,   ,      ,-04.333 ,+152.367 ,+0013.0
921030 ,99999 ,BROOSE ISL AWS AUT&           ,AS   ,   ,      ,-14.117 ,+123.533 ,+0005.0
921200 ,99999 ,DARWIN (CIV/MIL)              ,AS   ,   ,      ,-12.433 ,+130.867 ,+0029.0
921240 ,99999 ,                              ,     ,   ,      ,        ,         ,       
930030 ,99999 ,CAPE REINGA                   ,NZ   ,   ,      ,-34.433 ,+172.683 ,+0189.0
930040 ,99999 ,CAPE REINGA AWS               ,NZ   ,   ,      ,-34.433 ,+172.683 ,+0216.0
930110 ,99999 ,KAITAIA AERODROME             ,NZ   ,   ,NZKT  ,-35.067 ,+173.283 ,+0082.0
930120 ,99999 ,KAITAIA OBSERVATORY           ,NZ   ,   ,      ,-35.133 ,+173.267 ,+0085.0
930210 ,99999 ,KERIKERI AERO AWS             ,NZ   ,   ,      ,-35.250 ,+173.900 ,+0151.0
930230 ,99999 ,PURERUA                       ,NZ   ,   ,      ,-35.117 ,+174.017 ,+0084.0
930250 ,99999 ,CAPE BRETT                    ,NZ   ,   ,      ,-35.167 ,+174.333 ,+0041.0
930570 ,99999 ,WHANGAREI AERODROME           ,NZ   ,   ,      ,-35.767 ,+174.367 ,+0038.0
930640 ,99999 ,TINOPAI                       ,NZ   ,   ,      ,-36.233 ,+174.250 ,+0020.0
930690 ,99999 ,MOKOHINAU AWS                 ,NZ   ,   ,      ,-35.900 ,+175.100 ,+0060.0
930750 ,99999 ,LITTLE BARRIER ISL            ,NZ   ,   ,      ,-36.217 ,+175.050 ,+0002.0
931100 ,99999 ,AUCKLAND AERO AWS             ,NZ   ,   ,      ,-37.000 ,+174.800 ,+0007.0
931120 ,99999 ,WHENUAPAI                     ,NZ   ,   ,NZWP  ,-36.788 ,+174.630 ,+0030.5
931150 ,99999 ,AUCKLAND                      ,NZ   ,   ,      ,-36.850 ,+174.767 ,+0044.0
931190 ,99999 ,AUCKLAND INTL                 ,NZ   ,   ,NZAA  ,-37.008 ,+174.792 ,+0007.0
931290 ,99999 ,WHITIANGA AERODROME AWS       ,NZ   ,   ,      ,-36.867 ,+175.667 ,+0006.0
931360 ,99999 ,ARDMORE                       ,NZ   ,   ,      ,-37.033 ,+174.967 ,+0042.0
931670 ,99999 ,RAGLAN                        ,NZ   ,   ,      ,-37.800 ,+174.850 ,+0012.0
931840 ,99999 ,TAURANGA HARBOUR              ,NZ   ,   ,      ,-37.650 ,+176.183 ,+0004.0
931850 ,99999 ,TAURANGA AERODROME            ,NZ   ,   ,      ,-37.667 ,+176.200 ,+0005.0
931860 ,99999 ,TAURANGA                      ,NZ   ,   ,NZTG  ,-37.672 ,+176.196 ,+0004.0
931960 ,99999 ,HICKS BAY AWS                 ,NZ   ,   ,      ,-37.550 ,+178.300 ,+0046.0
931980 ,99999 ,EAST CAPE (MAN)               ,NZ   ,   ,      ,-37.683 ,+178.550 ,+0017.0
931990 ,99999 ,EAST CAPE (AUT)               ,NZ   ,   ,      ,-37.700 ,+178.550 ,+0022.0
932010 ,99999 ,PORT TAHAROA                  ,NZ   ,   ,      ,-38.167 ,+174.700 ,+0028.0
932450 ,99999 ,TAUPO AWS                     ,NZ   ,   ,      ,-38.733 ,+176.067 ,+0401.0
932460 ,99999 ,ROTORUA                       ,NZ   ,   ,NZRO  ,-38.109 ,+176.317 ,+0285.0
932910 ,99999 ,GISBORNE AERODROME            ,NZ   ,   ,      ,-38.667 ,+177.983 ,+0008.0
932920 ,99999 ,GISBORNE                      ,NZ   ,   ,NZGS  ,-38.663 ,+177.978 ,+0004.6
933050 ,99999 ,MAUI A PLATFORM               ,NZ   ,   ,      ,-39.533 ,+173.433 ,+0036.6
933080 ,99999 ,NEW PLYMOUTH AERODR           ,NZ   ,   ,      ,-39.017 ,+174.183 ,+0036.0
933090 ,99999 ,NEW PLYMOUTH AWS              ,NZ   ,   ,      ,-39.017 ,+174.183 ,+0032.0
933210 ,99999 ,WAIPIPI IRONSANDS             ,NZ   ,   ,      ,-39.817 ,+174.600 ,+0027.0
933340 ,99999 ,WAIOURU AWS                   ,NZ   ,   ,      ,-39.467 ,+175.683 ,+0823.0
933360 ,99999 ,WAIOURU AERODROME             ,NZ   ,   ,      ,-39.450 ,+175.667 ,+0823.0
933370 ,99999 ,WAIOURU                       ,NZ   ,   ,      ,-39.467 ,+175.683 ,+0823.0
933390 ,99999 ,WAIOURU AIRSTRIP              ,NZ   ,   ,      ,-39.433 ,+175.650 ,+0819.0
933469 ,99999 ,LONGREACHAMO.                 ,AS   ,   ,      ,-23.430 ,+144.280 ,+0193.0
933720 ,99999 ,NAPIER/AIRPORT                ,NZ   ,   ,      ,-39.467 ,+176.867 ,+0005.0
933730 ,99999 ,NAPIER AERODROME AWS          ,NZ   ,   ,      ,-39.467 ,+176.867 ,+0003.0
933740 ,99999 ,NAPIER HARBOUR                ,NZ   ,   ,      ,-39.483 ,+176.917 ,+0015.0
933930 ,99999 ,MAHIA AWS                     ,NZ   ,   ,      ,-39.117 ,+177.950 ,+0136.0
934010 ,99999 ,OHAKEA                        ,NZ   ,   ,NZOH  ,-40.206 ,+175.388 ,+0050.0
934040 ,99999 ,PALMERSTON NORTH AWS          ,NZ   ,   ,      ,-40.317 ,+175.600 ,+0039.0
934170 ,99999 ,PARAPARAUMU                   ,NZ   ,   ,NZPP  ,-40.905 ,+174.989 ,+0006.7
934200 ,99999 ,PARAPARAUMU AWS               ,NZ   ,   ,      ,-40.900 ,+174.983 ,+0007.0
934310 ,99999 ,OUTLOOK HILL RADAR            ,NZ   ,   ,      ,-41.317 ,+174.650 ,+0548.0
934340 ,99999 ,WELLINGTON                    ,NZ   ,   ,      ,-41.283 ,+174.767 ,+0127.0
934360 ,00488 ,WELLINGTON INTL               ,NZ   ,   ,NZWN  ,-41.300 ,+174.800 ,+0007.0
934360 ,99999 ,WELLINGTON INTL               ,NZ   ,   ,NZWN  ,-41.327 ,+174.805 ,+0012.5
934390 ,99999 ,WELLINGTON AERO AWS           ,NZ   ,   ,      ,-41.333 ,+174.800 ,+0012.0
934410 ,99999 ,TAKAPAU PLAINS AWS            ,NZ   ,   ,      ,-40.033 ,+176.267 ,+0330.0
934710 ,99999 ,EAST TARATAHI                 ,NZ   ,   ,      ,-41.083 ,+175.617 ,+0093.0
934790 ,99999 ,NGAWI                         ,NZ   ,   ,      ,-41.583 ,+175.233 ,+0008.0
934980 ,99999 ,CASTLEPOINT                   ,NZ   ,   ,      ,-40.900 ,+176.200 ,+0120.0
935150 ,99999 ,WESTPORT AERODROME            ,NZ   ,   ,      ,-41.733 ,+171.567 ,+0005.0
935160 ,99999 ,WESTPORT HARBOUR              ,NZ   ,   ,      ,-41.750 ,+171.600 ,+0004.0
935260 ,99999 ,FAREWELL SPIT                 ,NZ   ,   ,      ,-40.550 ,+173.000 ,+0003.0
935270 ,99999 ,FAREWELL SPIT AWS             ,NZ   ,   ,      ,-40.550 ,+173.000 ,+0003.0
935450 ,99999 ,NELSON AERODROME              ,NZ   ,   ,      ,-41.300 ,+173.217 ,+0007.0
935460 ,99999 ,NELSON AERODROME AWS          ,NZ   ,   ,NZNS  ,-41.300 ,+173.200 ,+0006.0
935570 ,99999 ,MOLESWORTH                    ,NZ   ,   ,      ,-42.083 ,+173.250 ,+0883.0
935610 ,99999 ,STEPHENS ISLAND               ,NZ   ,   ,      ,-40.667 ,+174.000 ,+0187.0
935620 ,99999 ,STEPHENS ISLAND AWS           ,NZ   ,   ,      ,-40.650 ,+173.983 ,+0180.0
935730 ,99999 ,BELVUE BAY                    ,NZ   ,   ,      ,-41.283 ,+173.817 ,+0012.0
935740 ,99999 ,PICTON                        ,NZ   ,   ,      ,-41.283 ,+174.000 ,+0005.0
935770 ,99999 ,BLENHEIM AERODROME            ,NZ   ,   ,      ,-41.517 ,+173.867 ,+0032.0
935970 ,99999 ,CAPE CAMPBELL AWS             ,NZ   ,   ,      ,-41.717 ,+174.267 ,+0032.0
935980 ,99999 ,CAPE CAMPBELL                 ,NZ   ,   ,      ,-41.733 ,+174.200 ,+0005.0
936140 ,99999 ,HOKITIKA AERODROME            ,NZ   ,   ,      ,-42.717 ,+170.983 ,+0044.0
936150 ,99999 ,HOKITIKA AERODROME AWS        ,NZ   ,   ,      ,-42.717 ,+170.983 ,+0040.0
936580 ,99999 ,CULVERDEN AIRFIELD            ,NZ   ,   ,      ,-42.767 ,+172.883 ,+0174.0
936780 ,99999 ,KAIKOURA                      ,NZ   ,   ,      ,-42.417 ,+173.700 ,+0101.0
937080 ,99999 ,HAAST                         ,NZ   ,   ,NZHT  ,-43.867 ,+169.000 ,+0004.0
937090 ,99999 ,HAAST AWS                     ,NZ   ,   ,      ,-43.867 ,+169.000 ,+0005.0
